order_id,customer_name,product_name,category,quantity,unit_price,region,country,order_date,revenue,profit
ORD00058,Todd Baker,Tablet,Accessories,9,930.45,East,Spain,2026-04-27,8374.050000000001,2512.215
ORD00059,Elizabeth Salas,Laptop,Accessories,2,563.86,West,Turkey,2026-06-19,1127.72,338.316
ORD00060,Theresa Warren,Monitor,Accessories,7,964.79,South,Bouvet Island (Bouvetoya),2026-06-14,6753.53,2026.0589999999997
ORD00061,Scott Thomas,Tablet,Electronics,5,1207.87,East,Trinidad and Tobago,2026-01-05,6039.349999999999,1811.8049999999998
ORD00062,Scott Jones,Laptop,Accessories,1,793.47,North,Trinidad and Tobago,2026-06-26,793.47,238.041
ORD00063,Adam Martinez,Keyboard,Electronics,4,1097.04,East,Togo,2026-02-08,4388.16,1316.4479999999999
ORD00064,Ashley Conrad,Mouse,Accessories,10,178.4,West,Singapore,2026-02-21,1784.0,535.1999999999999
ORD00065,Daniel Galvan,Keyboard,Electronics,8,1211.55,North,Mozambique,2026-04-28,9692.4,2907.72
ORD00066,Charles Shields,Phone,Accessories,10,326.0,South,Ethiopia,2026-04-06,3260.0,978.0
ORD00067,Krystal Lopez,Laptop,Accessories,4,590.59,South,Iceland,2026-01-04,2362.36,708.708
ORD00068,Amy Shelton,Laptop,Electronics,7,1470.06,West,Tunisia,2026-06-13,10290.42,3087.1259999999997
ORD00069,Timothy Gallegos,Laptop,Accessories,9,1093.59,South,Singapore,2026-04-05,9842.31,2952.6929999999998
ORD00070,Raymond Powell,Phone,Accessories,5,382.15,East,Mauritania,2026-06-18,1910.75,573.225
ORD00071,Briana Barnett,Mouse,Accessories,5,692.97,North,Falkland Islands (Malvinas),2026-06-04,3464.8500000000004,1039.4550000000002
ORD00072,Amanda Larson,Laptop,Electronics,6,1172.15,South,Iran,2026-04-19,7032.900000000001,2109.87
ORD00073,Annette Rogers,Laptop,Accessories,5,810.35,North,Iceland,2026-05-01,4051.75,1215.5249999999999
ORD00074,Steven Boone,Keyboard,Electronics,5,216.19,East,Gibraltar,2026-06-18,1080.95,324.285
ORD00075,Jennifer Anderson,Monitor,Accessories,6,532.07,East,Bouvet Island (Bouvetoya),2026-03-01,3192.42,957.726
ORD00076,Louis Higgins,Tablet,Accessories,4,1477.9,West,Senegal,2026-05-09,5911.6,1773.48
ORD00077,Todd Phillips,Phone,Electronics,2,1049.46,West,Jamaica,2026-01-31,2098.92,629.676
ORD00078,Patricia Pitts,Keyboard,Electronics,4,506.24,East,Mauritania,2026-05-28,2024.96,607.4879999999999
ORD00079,Lisa Nelson,Laptop,Accessories,7,1378.25,East,Russian Federation,2026-01-22,9647.75,2894.325
ORD00080,Austin Boyle,Monitor,Accessories,9,1077.46,East,Netherlands Antilles,2026-05-25,9697.14,2909.142
ORD00081,Alicia Nelson,Tablet,Accessories,1,1370.93,West,Saint Lucia,2026-05-07,1370.93,411.279
ORD00082,Alan Mccall,Phone,Accessories,6,679.15,North,Canada,2026-04-21,4074.8999999999996,1222.4699999999998
ORD00083,Ashley Young,Phone,Accessories,6,1079.78,North,Bouvet Island (Bouvetoya),2026-06-07,6478.68,1943.604
ORD00084,Dawn Walker,Keyboard,Accessories,7,989.12,West,South Africa,2026-04-05,6923.84,2077.152
ORD00085,Shawn Little,Phone,Electronics,7,351.24,South,Lao People's Democratic Republic,2026-06-29,2458.6800000000003,737.604
ORD00086,Lauren Moody,Monitor,Accessories,9,1254.09,South,Bangladesh,2026-02-28,11286.81,3386.0429999999997
ORD00087,Gwendolyn Schultz,Monitor,Accessories,10,331.66,South,Somalia,2026-05-26,3316.6000000000004,994.98
ORD00088,Brianna Dixon,Laptop,Electronics,3,1055.69,North,Mongolia,2026-06-25,3167.07,950.121
ORD00089,Ashley Tucker,Laptop,Accessories,6,443.29,South,Trinidad and Tobago,2026-07-07,2659.7400000000002,797.922
ORD00090,Kyle Rose,Mouse,Electronics,4,470.54,North,French Guiana,2026-03-14,1882.16,564.648
ORD00091,Rachael Washington,Phone,Electronics,9,639.23,East,Antarctica (the territory South of 60 deg S),2026-06-11,5753.07,1725.9209999999998
ORD00092,Benjamin Hansen,Tablet,Accessories,6,416.23,East,Jordan,2026-04-26,2497.38,749.214
ORD00093,Lauren Phillips,Keyboard,Electronics,4,1270.62,South,Tokelau,2026-01-20,5082.48,1524.744
ORD00094,Gerald Mason,Tablet,Accessories,9,793.18,West,Azerbaijan,2026-02-10,7138.62,2141.586
ORD00095,Christine Wells,Tablet,Electronics,9,800.21,South,Poland,2026-01-31,7201.89,2160.567
ORD00096,Benjamin Walker,Keyboard,Accessories,7,1161.59,West,Cambodia,2026-02-28,8131.129999999999,2439.3389999999995
ORD00097,Christopher Lopez,Laptop,Accessories,9,1025.87,North,Lebanon,2026-05-25,9232.829999999998,2769.8489999999993
ORD00098,Lisa Howard,Tablet,Accessories,4,277.94,East,Kyrgyz Republic,2026-05-30,1111.76,333.52799999999996
ORD00099,Tammy Jimenez,Keyboard,Electronics,5,1469.92,North,Saint Lucia,2026-04-10,7349.6,2204.88
ORD00100,James Barnes,Laptop,Electronics,10,299.72,East,United States Minor Outlying Islands,2026-02-24,2997.2000000000003,899.1600000000001
ORD00101,Jordan Shaw,Monitor,Accessories,5,523.21,South,British Indian Ocean Territory (Chagos Archipelago),2026-07-06,2616.05,784.815
ORD00102,Heather Zamora,Tablet,Accessories,8,96.49,West,Jersey,2026-03-11,771.92,231.57599999999996
ORD00103,Rachel Prince,Phone,Accessories,9,1264.47,North,India,2026-03-20,11380.23,3414.069
ORD00104,Kathy Moore,Keyboard,Electronics,8,1427.26,South,Croatia,2026-05-05,11418.08,3425.424
ORD00105,Michael Reed,Phone,Electronics,7,747.36,East,Haiti,2026-03-05,5231.52,1569.4560000000001
ORD00106,Mark Bennett,Laptop,Accessories,6,763.68,East,Tonga,2026-07-17,4582.08,1374.624
ORD00107,Jennifer Cardenas,Mouse,Electronics,7,942.31,North,Italy,2026-03-15,6596.17,1978.8509999999999
ORD00108,Patricia Leonard,Keyboard,Electronics,9,1016.34,West,Gabon,2026-04-24,9147.06,2744.118
ORD00109,Robert George,Monitor,Accessories,3,776.92,South,Senegal,2026-03-08,2330.7599999999998,699.228
ORD00110,Laura Case,Laptop,Electronics,7,844.23,East,Madagascar,2026-05-12,5909.610000000001,1772.883
ORD00111,Albert Alvarez,Phone,Accessories,9,785.39,North,Burkina Faso,2026-03-23,7068.51,2120.553
ORD00112,Lauren Dean,Monitor,Electronics,3,223.22,South,Turkmenistan,2026-01-01,669.66,200.898
ORD00113,Amanda Le,Tablet,Accessories,10,330.31,West,Nepal,2026-02-24,3303.1,990.93
ORD00114,Stephanie Graham,Phone,Accessories,7,664.65,East,Seychelles,2026-04-20,4652.55,1395.765
ORD00115,Mr. James Cox Jr.,Mouse,Electronics,6,1175.34,North,Mauritania,2026-06-30,7052.039999999999,2115.6119999999996
ORD00116,Lawrence Luna,Tablet,Accessories,8,124.16,West,Namibia,2026-02-11,993.28,297.984
ORD00117,Jacob Allen,Mouse,Accessories,3,1065.22,West,Northern Mariana Islands,2026-06-01,3195.66,958.6979999999999
ORD00118,Ryan Barr,Monitor,Accessories,2,613.44,South,Ireland,2026-01-20,1226.88,368.064
ORD00119,Joseph Wolfe,Laptop,Electronics,2,1323.16,South,Japan,2026-04-02,2646.32,793.8960000000001
ORD00120,Ann Strong,Tablet,Accessories,8,192.57,West,Mozambique,2026-02-08,1540.56,462.16799999999995
ORD00121,Ashley Hines,Tablet,Electronics,8,1002.22,North,Saint Lucia,2026-01-20,8017.76,2405.328
ORD00122,Jason Sandoval,Keyboard,Accessories,4,134.19,North,Nepal,2026-06-29,536.76,161.028
ORD00123,Stefanie Yang,Keyboard,Accessories,9,635.61,West,Hong Kong,2026-04-02,5720.49,1716.147
ORD00124,Robert Brooks DVM,Monitor,Electronics,6,713.48,West,United States Minor Outlying Islands,2026-05-03,4280.88,1284.264
ORD00125,Leslie Franklin,Mouse,Electronics,2,847.04,West,Montenegro,2026-04-24,1694.08,508.22399999999993
ORD00126,Amber Powers,Tablet,Electronics,6,1305.1,West,Trinidad and Tobago,2026-03-04,7830.599999999999,2349.18
ORD00127,Sara Ross,Monitor,Accessories,1,447.24,North,Switzerland,2026-02-25,447.24,134.172
ORD00128,Laura Salazar,Laptop,Accessories,8,390.38,South,Andorra,2026-03-11,3123.04,936.9119999999999
ORD00129,Casey James,Phone,Accessories,1,635.59,South,Slovakia (Slovak Republic),2026-03-23,635.59,190.677
ORD00130,Briana Davis,Keyboard,Electronics,6,482.96,South,North Macedonia,2026-03-17,2897.7599999999998,869.3279999999999
ORD00131,Marcus Jenkins,Monitor,Electronics,2,1121.95,East,Yemen,2026-03-02,2243.9,673.17
ORD00132,Stacey Harris,Keyboard,Accessories,6,912.41,West,Norfolk Island,2026-05-17,5474.46,1642.338
ORD00133,Brian Ramirez,Tablet,Electronics,8,701.25,North,Lebanon,2026-02-21,5610.0,1683.0
ORD00134,Jennifer Price,Laptop,Accessories,4,903.06,South,Sierra Leone,2026-06-16,3612.24,1083.6719999999998
ORD00135,Mr. Kevin Green,Phone,Accessories,4,1440.45,East,Pitcairn Islands,2026-07-13,5761.8,1728.54
ORD00136,Richard Torres,Keyboard,Electronics,1,768.33,South,Turkey,2026-02-04,768.33,230.499
ORD00137,Dr. Jeremy Walters,Mouse,Electronics,8,1312.94,West,Armenia,2026-02-21,10503.52,3151.056
ORD00138,Ryan Huber,Keyboard,Accessories,6,1405.84,North,Honduras,2026-04-20,8435.039999999999,2530.5119999999997
ORD00139,Sophia Wagner,Keyboard,Electronics,9,612.3,East,Uruguay,2026-03-20,5510.7,1653.2099999999998
ORD00140,Molly Jackson,Tablet,Accessories,9,1000.96,West,Comoros,2026-03-20,9008.64,2702.5919999999996
ORD00141,Chase Cummings,Monitor,Accessories,5,815.45,North,Italy,2026-02-20,4077.25,1223.175
ORD00142,Anthony Dunn,Tablet,Electronics,8,1075.19,South,Libyan Arab Jamahiriya,2026-04-03,8601.52,2580.456
ORD00143,Lauren Medina,Laptop,Accessories,1,524.48,North,Iran,2026-05-12,524.48,157.344
ORD00144,Lauren Guzman DDS,Keyboard,Electronics,10,202.82,South,Indonesia,2026-02-26,2028.1999999999998,608.4599999999999
ORD00145,Brandy Case,Keyboard,Accessories,9,1075.37,South,Solomon Islands,2026-06-05,9678.329999999998,2903.4989999999993
ORD00146,Christopher Atkins,Laptop,Accessories,2,971.45,North,India,2026-03-30,1942.9,582.87
ORD00147,Christopher Barrett,Mouse,Accessories,9,261.97,North,Malawi,2026-07-11,2357.7300000000005,707.3190000000001
ORD00148,Susan Wilson,Monitor,Electronics,1,687.1,West,Sudan,2026-06-20,687.1,206.13
ORD00149,Christopher Hill,Monitor,Accessories,8,237.35,South,North Macedonia,2026-02-23,1898.8,569.64
ORD00150,Amber Rivera,Keyboard,Electronics,3,1192.03,East,Guatemala,2026-01-10,3576.09,1072.827
ORD00151,Kelly Moore,Laptop,Accessories,6,919.93,North,Saint Pierre and Miquelon,2026-04-27,5519.58,1655.874
ORD00152,Jim Whitehead,Keyboard,Accessories,1,717.45,South,Palau,2026-02-25,717.45,215.235
ORD00153,David Garcia,Mouse,Accessories,9,1355.82,North,Iraq,2026-06-24,12202.38,3660.7139999999995
ORD00154,Mr. James Kirby,Phone,Accessories,4,117.51,West,Christmas Island,2026-05-14,470.04,141.012
ORD00155,Samuel Martinez,Keyboard,Electronics,2,1157.01,West,Samoa,2026-05-06,2314.02,694.206
ORD00156,Vanessa Randolph,Mouse,Electronics,8,1411.28,East,Tunisia,2026-02-17,11290.24,3387.0719999999997
ORD00157,Cathy Frederick,Phone,Electronics,8,1179.64,South,San Marino,2026-05-30,9437.12,2831.136
ORD00158,Brittany Jones,Mouse,Electronics,2,961.16,East,Sweden,2026-02-06,1922.32,576.6959999999999
ORD00159,Michael Jennings,Laptop,Accessories,7,246.98,North,Saint Martin,2026-01-17,1728.86,518.6579999999999
ORD00160,April Gibson,Mouse,Accessories,5,663.09,East,Latvia,2026-06-11,3315.4500000000003,994.635
ORD00161,Joshua Valentine,Monitor,Accessories,7,1119.86,West,Belarus,2026-05-22,7839.0199999999995,2351.7059999999997
ORD00162,Jeanette York,Laptop,Electronics,3,426.02,East,Guadeloupe,2026-06-17,1278.06,383.41799999999995
ORD00163,Eric Baker,Mouse,Electronics,2,365.58,North,Comoros,2026-04-28,731.16,219.34799999999998
ORD00164,Marie Jones,Keyboard,Electronics,4,858.06,East,Guyana,2026-07-11,3432.24,1029.6719999999998
ORD00165,Matthew Bell,Monitor,Accessories,9,511.87,East,Equatorial Guinea,2026-06-24,4606.83,1382.049
ORD00166,Scott Guerrero,Phone,Electronics,10,711.26,East,Malawi,2026-04-14,7112.6,2133.78
ORD00167,Brenda Moore,Tablet,Electronics,7,1359.55,South,Brunei Darussalam,2026-06-30,9516.85,2855.055
ORD00168,Jonathan Riley,Laptop,Electronics,7,646.86,North,Taiwan,2026-06-25,4528.02,1358.4060000000002
ORD00169,Johnny Kelly,Mouse,Electronics,9,1350.82,East,Qatar,2026-01-03,12157.38,3647.2139999999995
ORD00170,Michael Peterson,Monitor,Electronics,8,926.09,South,Solomon Islands,2026-04-09,7408.72,2222.616
ORD00171,Tyrone Flowers,Tablet,Electronics,5,419.7,North,Mauritius,2026-05-08,2098.5,629.55
ORD00172,Mr. Brandon Jordan MD,Keyboard,Electronics,4,399.53,East,Poland,2026-03-02,1598.12,479.4359999999999
ORD00173,Stephanie Holt,Mouse,Accessories,3,741.84,North,Latvia,2026-04-30,2225.52,667.656
ORD00174,Jason Nguyen,Monitor,Accessories,6,1270.24,South,Guatemala,2026-06-21,7621.4400000000005,2286.4320000000002
ORD00175,James Walker,Phone,Accessories,10,950.01,South,Bangladesh,2026-03-31,9500.1,2850.03
ORD00176,Virginia Ramirez,Tablet,Electronics,10,1170.72,North,Marshall Islands,2026-04-21,11707.2,3512.1600000000003
ORD00177,Judy Anderson DVM,Keyboard,Accessories,6,760.12,South,Saudi Arabia,2026-05-27,4560.72,1368.2160000000001
ORD00178,Deborah Perry DDS,Keyboard,Electronics,7,517.91,East,Guadeloupe,2026-07-02,3625.37,1087.6109999999999
ORD00179,Maria Hobbs,Keyboard,Accessories,10,171.5,North,Norway,2026-04-22,1715.0,514.5
ORD00180,Benjamin Clark,Monitor,Accessories,2,423.66,East,Montenegro,2026-06-03,847.32,254.196
ORD00181,Nicole Donovan,Laptop,Electronics,5,606.94,East,Bahamas,2026-02-02,3034.7000000000003,910.4100000000001
ORD00182,Shannon Andrews,Monitor,Accessories,7,349.91,East,Grenada,2026-06-15,2449.3700000000003,734.811
ORD00183,Andrew Harris,Keyboard,Electronics,9,599.57,South,Yemen,2026-05-09,5396.13,1618.839
ORD00184,Joanne Jones,Laptop,Accessories,3,198.57,West,Congo,2026-01-10,595.71,178.713
ORD00185,Stephanie Carlson,Tablet,Accessories,4,1177.56,East,Portugal,2026-06-03,4710.24,1413.072
ORD00186,Kelly Campbell,Monitor,Electronics,10,471.88,North,Angola,2026-07-08,4718.8,1415.64
ORD00187,James Manning,Keyboard,Accessories,1,408.79,South,Mongolia,2026-05-14,408.79,122.637
ORD00188,Evan Green,Tablet,Accessories,9,1371.95,North,Slovakia (Slovak Republic),2026-05-08,12347.550000000001,3704.2650000000003
ORD00189,Christopher Diaz,Keyboard,Accessories,5,579.99,South,Libyan Arab Jamahiriya,2026-03-15,2899.95,869.9849999999999
ORD00190,Angela Neal,Monitor,Electronics,10,647.59,West,Swaziland,2026-04-02,6475.900000000001,1942.77
ORD00191,Chelsea Smith,Phone,Electronics,1,456.59,West,French Guiana,2026-06-01,456.59,136.97699999999998
ORD00192,Megan Jones DVM,Laptop,Electronics,3,541.31,East,Guinea,2026-03-06,1623.9299999999998,487.1789999999999
ORD00193,Alfred Scott,Mouse,Accessories,6,469.46,East,Cameroon,2026-02-08,2816.7599999999998,845.0279999999999
ORD00194,Alexandra Miller,Tablet,Electronics,3,783.93,East,Korea,2026-02-28,2351.79,705.5369999999999
ORD00195,Nicole Shah,Mouse,Accessories,4,231.71,East,Kazakhstan,2026-01-07,926.84,278.052
ORD00196,Jennifer Williams,Phone,Accessories,1,1191.72,East,Zambia,2026-04-22,1191.72,357.516
ORD00197,Brandy Contreras,Monitor,Electronics,8,907.89,East,Egypt,2026-01-06,7263.12,2178.9359999999997
ORD00198,Thomas Sandoval,Laptop,Accessories,1,1437.94,North,Zambia,2026-03-07,1437.94,431.382
ORD00199,Brittney Leon,Phone,Electronics,10,854.77,East,Azerbaijan,2026-04-27,8547.7,2564.31
ORD00200,Mrs. Maria Nelson,Monitor,Accessories,1,382.4,North,Equatorial Guinea,2026-02-14,382.4,114.71999999999998
ORD00201,Dakota Taylor,Phone,Electronics,8,1287.28,West,Egypt,2026-07-02,10298.24,3089.4719999999998
ORD00202,Karl Bailey,Laptop,Accessories,4,657.14,West,Rwanda,2026-01-21,2628.56,788.568
ORD00203,Sean Martinez,Monitor,Accessories,3,617.42,East,Turkmenistan,2026-04-13,1852.2599999999998,555.6779999999999
ORD00204,Victor Garcia,Monitor,Accessories,8,894.18,North,Cocos (Keeling) Islands,2026-05-15,7153.44,2146.0319999999997
ORD00205,Miss Jessica Richardson,Mouse,Accessories,2,183.92,North,Papua New Guinea,2026-03-29,367.84,110.35199999999999
ORD00206,Michael Fernandez,Phone,Accessories,1,1463.73,North,Uzbekistan,2026-04-25,1463.73,439.11899999999997
ORD00207,Mark Daugherty,Monitor,Accessories,7,1375.43,East,El Salvador,2026-02-23,9628.01,2888.403
ORD00208,Bethany Green,Monitor,Accessories,6,310.22,South,Egypt,2026-04-28,1861.3200000000002,558.3960000000001
ORD00209,Tamara Williams,Laptop,Accessories,2,1089.58,South,Guam,2026-04-09,2179.16,653.7479999999999
ORD00210,Nicole Moran,Phone,Accessories,1,191.68,East,Portugal,2026-07-11,191.68,57.504
ORD00211,Manuel Trevino MD,Keyboard,Electronics,8,466.93,South,Jersey,2026-01-15,3735.44,1120.632
ORD00212,Susan Walker,Keyboard,Accessories,3,645.95,East,Algeria,2026-02-28,1937.8500000000001,581.355
ORD00213,Jodi Brown,Phone,Accessories,3,788.88,South,Kyrgyz Republic,2026-05-27,2366.64,709.992
ORD00214,Jeffrey Perry,Phone,Electronics,8,1432.7,North,Saint Helena,2026-07-13,11461.6,3438.48
ORD00215,Grace Dennis,Monitor,Electronics,6,1115.75,East,Bangladesh,2026-04-16,6694.5,2008.35
ORD00216,Jeremy Galvan,Monitor,Accessories,5,359.92,West,China,2026-06-29,1799.6000000000001,539.88
ORD00217,Debra Dominguez,Mouse,Accessories,8,199.98,South,Turkmenistan,2026-05-02,1599.84,479.95199999999994
ORD00218,Susan Kennedy,Monitor,Electronics,7,585.04,West,Honduras,2026-03-21,4095.2799999999997,1228.5839999999998
ORD00219,Megan Hodges,Phone,Electronics,8,1070.28,North,Uganda,2026-02-05,8562.24,2568.672
ORD00220,Julie Stephens,Monitor,Electronics,6,505.72,North,Holy See (Vatican City State),2026-05-04,3034.32,910.296
ORD00221,Rodney Silva,Tablet,Electronics,10,502.76,North,Equatorial Guinea,2026-02-05,5027.6,1508.28
ORD00222,Devon Nixon,Monitor,Electronics,5,627.79,West,Australia,2026-06-23,3138.95,941.685
ORD00223,Jeff Johnson,Keyboard,Electronics,4,572.12,West,Somalia,2026-05-02,2288.48,686.544
ORD00224,Leslie Mcintosh,Laptop,Electronics,7,296.76,North,Guadeloupe,2026-04-03,2077.3199999999997,623.1959999999999
ORD00225,Matthew Hayes,Monitor,Accessories,2,389.35,East,Poland,2026-05-10,778.7,233.61
ORD00226,Heather Howard,Mouse,Accessories,6,1114.58,South,Latvia,2026-06-15,6687.48,2006.2439999999997
ORD00227,Sarah Miranda,Keyboard,Accessories,3,1323.27,South,India,2026-01-11,3969.81,1190.943
ORD00228,Richard Russell,Keyboard,Electronics,4,1414.33,South,Kenya,2026-03-19,5657.32,1697.196
ORD00229,Jesse Rangel,Tablet,Accessories,6,71.95,East,Guam,2026-01-12,431.70000000000005,129.51000000000002
ORD00230,Ebony Cunningham,Tablet,Electronics,4,750.08,South,France,2026-06-14,3000.32,900.096
ORD00231,Edward Wilson,Keyboard,Electronics,1,1311.17,East,British Indian Ocean Territory (Chagos Archipelago),2026-02-27,1311.17,393.351
ORD00232,Angela Dixon,Laptop,Accessories,8,454.63,North,Pitcairn Islands,2026-02-17,3637.04,1091.1119999999999
ORD00233,Jessica Walls,Monitor,Accessories,3,1304.86,East,Uruguay,2026-06-19,3914.58,1174.374
ORD00234,Catherine Kim,Mouse,Accessories,6,1073.85,West,Malawi,2026-02-18,6443.099999999999,1932.9299999999998
ORD00235,Shannon Logan,Laptop,Accessories,3,1338.47,North,Pakistan,2026-07-15,4015.41,1204.6229999999998
ORD00236,Brooke Wolf,Laptop,Accessories,9,286.86,South,Brazil,2026-05-12,2581.7400000000002,774.522
ORD00237,Marie Christensen,Phone,Electronics,5,611.71,East,South Africa,2026-06-18,3058.55,917.565
ORD00238,Kim Jackson,Keyboard,Accessories,10,1146.29,East,Switzerland,2026-01-07,11462.9,3438.87
